SOURCE_DATASET_r,SOURCE_DATASET_l,unique_id_l,unique_id_r,TITLE_AUTHOR_DATE_COMBINED_NORMALIZED_l,TITLE_AUTHOR_DATE_COMBINED_NORMALIZED_r,BEGIN_PUBLICATION_DATE_l,BEGIN_PUBLICATION_DATE_r,extent_normalized_l,extent_normalized_r,EDITION_l,EDITION_r,AUTHOR_l,AUTHOR_r,title_similarity,author_similarity,decision,timestamp,notes,reviewer
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_13055,Toronto_Results_Oct19_13056,waterresourcesofcanadasymposiapresentedtotheroyalsocietyofcanadain1966--1967,waterresourcesofcanadasymposiapresentedtotheroyalsocietyofcanadain1966resou--1967,1967,1967,"xviii, 251 p. :","xviii, 251 p.",,,,,0.9681528662420382,,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_12747,Toronto_Results_Oct19_12748,universityoftorontorollofservicesupplementaug1917oct1918--1918,universityoftorontorollofservicesupplementaugust1917october1918--1918,1918,1918,"vi, 120 p.","iv, 120 p.",,,,,0.9465648854961832,,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_4144,Toronto_Results_Oct19_4146,essentialsofpricetheory-keir-1942,essentialsofpricetheorywithaforewordbyjainnis-keir-1942,1942,1942,"viii, 246 p.","viii, 246 p. illus.",,,"Keirstead, B. S.","Keirstead, B. S.",0.75,1.0,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_10010,Toronto_Results_Oct19_10017,quebectoday--1960,quebeetoday-gran-1960,1960,1960,307-412 pages,307-412 p.,,,,"Grant, Douglas.",0.8421052631578947,,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_4335,Toronto_Results_Oct19_4336,fairsshopsandsupermarkets-davi-1966,fairsshopsandsupermarketsahistoryofenglishshopping-davi-1966,1966,1966,"xii, 322 pages :","xii, 322 p.",,,"Davis, Dorothy.","Davis, Dorothy",0.736842105263158,0.9655172413793104,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_8663,Toronto_Results_Oct19_8665,onhighereducationfivelectures--1966,onhighereducationfivelecturesbyrobinsharrisandothers-dads-1966,1966,1966,"vii, 149 p. :","vii, 149 p. diagrs.",,,,"Dadson, Douglas French,",0.7216494845360825,,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_8182,Toronto_Results_Oct19_8183,newbornapracticalguide-mcke-1965,newbornapracticalguidebyjbjmckendryandjdbailey-mcke-1965,1965,1965,188 p.,188p.,,,"McKendry, J. B. J.,","McKendry, J. B. J",0.7272727272727273,0.9444444444444444,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_1522,Toronto_Results_Oct19_1523,canadaspastandpresentadialogue-mcdo-1965,canadaspastandpresentadialogueourlivingtraditionfifthseries--1965,1965,1965,"xii, 179 p.","xii, 179 pages",,,"McDougall, Robert L.",,0.7047619047619047,,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_8229,Toronto_Results_Oct19_8231,newhorizonsforcanadaschildrenproceedings--1961,newhorizonsforcanadaschildrenproceedingsofthefirstcanadianconferenceonchild--1961,1961,1961,"xxii, 199 pages 23 cm.","xxii, 199 p.",,,,,0.7244094488188977,,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_711,Toronto_Results_Oct19_715,auxsourcesdupresentetudespresenteesalasectionidelasocieteroyaleducanada--1960,auxsourcesdupresentetudespresentesalasectionidelasocieteroyaleducanadathero--1960,1960,1960,"x, 111 pages","x, 111 p.",,,,,0.9620253164556962,,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_3213,Toronto_Results_Oct19_3215,descriptionandmeasurementofbilingualismaninternationalseminar-kell-1969,descriptionandmeasurementofbilingualismdescriptionetmesuredubilinguismelgke--1969,1969,1969,442 p. :,442p.,,,"Kelly, L. G.",,0.736842105263158,,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_3106,Toronto_Results_Oct19_3110,decameroneighthdayinperspectivevolumeeightofthelecturaboccacci--2020,decameronfourthdayinperspectivevolumefourofthelecturaboccaccii--2020,2020,2020,"vi, 284 pages :","vi, 222 pages",,,,,0.8676470588235294,,ignore,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_10766,Toronto_Results_Oct19_10768,rurallifeincanadaitstrendandtasks-macd-1973,rurallifeincanadaitstrendandtaskswithanintrodbyrobertcraigbrown-mcdo-1973,1973,1973,"xvii, 248 p. :","xvii, 248 p. illus.",,,"MacDougall, John,","McDougall, John,",0.7241379310344827,0.9696969696969696,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_1641,Toronto_Results_Oct19_1643,canadianfeministliteratureonlawanannotatedbibliography-bouc-1999,canadianfeministliteratureonlawanannotatedbibliographyrecherchesfeministese-bouc-1999,1999,1999,"xxxvi, 597 pages.","xxxvi, 597 p.",,,"Bouchard, Josée.","Bouchard, Josée.",0.8590604026845639,0.9090909090909092,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_1642,Toronto_Results_Oct19_1643,canadianfeministliteratureonlawanannotatedbibliography19881998inenglishrech-bouc-1999,canadianfeministliteratureonlawanannotatedbibliographyrecherchesfeministese-bouc-1999,1999,1999,"xxxvi, 597 pages","xxxvi, 597 p.",,,"Bouchard, Josée.","Bouchard, Josée.",0.8117647058823529,1.0,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_1641,Toronto_Results_Oct19_1642,canadianfeministliteratureonlawanannotatedbibliography-bouc-1999,canadianfeministliteratureonlawanannotatedbibliography19881998inenglishrech-bouc-1999,1999,1999,"xxxvi, 597 pages.","xxxvi, 597 pages",,,"Bouchard, Josée.","Bouchard, Josée.",0.8590604026845639,0.9090909090909092,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_12794,Toronto_Results_Oct19_12796,uraniumdepositstheirmineralogyandoriginashortcoursesponsoredbythemineralogi--1978,uraniumdepositstheirmineralogyandoriginshortcoursehandbook--1978,1978,1978,523 p. :,521 p. :,,,,,0.8275862068965517,,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_6443,Toronto_Results_Oct19_6444,johnmillsboyhoodvisittofrancebeingajournalandnotebook-mill-1960,johnmillsboyhoodvisittofrancebeingajournalandnotebookwrittenbyjohnstuartmil-mill-1960,1960,1960,"xxxi, 133 p. :","xxxi, 133 p.",,,"Mill, John Stuart,","Mill, John Stuart,",0.8513513513513513,1.0,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_9681,Toronto_Results_Oct19_9683,presidentialaddressatopeningmeetingofsessionof1915-arno-1915,presidentialaddressatopeningmeetingofsessionof1915oftheroyalcanadianinstitu-arno-1915,1915,1915,15 p.,15p.,,,"Arnoldi, Frank,","Arnoldi, Frank,",0.8275862068965517,1.0,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_1614,Toronto_Results_Oct19_1616,canadiandualismstudiesinfrenchenglishrelations-wade-1960,canadiandualismstudiesoffrenchenglishrelations--1960,1960,1960,"xxv, 427 pages 24 cm","xxv, 427 pages",,,"Wade, Mason,",,0.925925925925926,,merge,,,
PIMS_Results_Oct23,PIMS_Results_Oct23,PIMS_Results_Oct23_1046,PIMS_Results_Oct23_1047,onthesupremegoodontheeternityoftheworldondream-boet-1987,onthesupremegoodontheeternityoftheworldondreams-boec-1987,1987,1987,89 p.,89 p.,,,"Boetius de Dacia,","Boe?ce de Dacie,",0.9734513274336284,0.7272727272727273,merge,,,
UBC_Results_Oct23,UBC_Results_Oct23,UBC_Results_Oct23_1373,UBC_Results_Oct23_1374,indonesiaaftersukarno-vand-1971,indonesiasincesukarno-vand-1971,1971,1971,"vii, 253 p.","vii, 253 p. ; 23 cm.",,,"Van der Kroef, Justus Maria.","Van der Kroef, Justus Maria.",0.8709677419354839,1.0,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_11464,Toronto_Results_Oct19_11465,soilsincanadageologicalpedologicandengineeringstudies-legg-1965,soilsofcanadageologicalpedologicalandengineeringstudies--1965,1965,1965,"x, 240 pages :","x, 240 p. :",Rev ed.,Rev. ed. --,"Legget, Robert F.",,0.9193548387096776,,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_12743,Toronto_Results_Oct19_12745,universityoftorontorollofservice--1917,universityoftorontorollofserviceaugust1914august1917--1917,1917,1917,"xii, 212 pages","xii, 212 p.","1st ed. Aug., 1914-Aug., 1917.",1st ed.,,,0.7916666666666665,,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_6972,Toronto_Results_Oct19_6975,lifeinsuranceannuities&pensionsacanadiantext-pedo-1970,lifeinsuranceannuitiesandpensions-pedo-1970,1970,1970,489 p.,489p.,2nd ed.,2D ed.,Pedoe.,"Pedoe, Arthur",0.8247422680412371,0.5263157894736843,merge,,,
UMontreal_Results_Oct24,UMontreal_Results_Oct24,UMontreal_Results_Oct24_251,UMontreal_Results_Oct24_252,analysedelareformescolaireapartirdunecomparaisondessecteurspublicetpriveden-hetu-1980,analysedelareformescolaireapartirdunecomparaisondessecteurspublicetprivedun-hetu-1980,1980,1980,"xi, 158 p.","xi, 158 p. :",,,"Hétu, Chantale.","Hêtu, Chantale.",0.9882352941176472,0.9032258064516128,merge,,,
UMontreal_Results_Oct24,UMontreal_Results_Oct24,UMontreal_Results_Oct24_6675,UMontreal_Results_Oct24_6676,lesbacteriesanaerobiescomptesrenduesdesjourneesinternationalesdetudetenuesd--1968,lesbacteriesanaerobiescomptesrendusdesjourneesinternationalesdetudetenuesdu--1968,1968,1968,261 p,261p.,,,,,0.9876543209876544,,merge,,,
UMontreal_Results_Oct24,UMontreal_Results_Oct24,UMontreal_Results_Oct24_8049,UMontreal_Results_Oct24_8050,littaeraturecanadiennefrancaise--1969,litteraturecanadiennefrancaise--1969,1969,1969,"xiv, 346 p.","xiv, 346 pages",,,,,0.9863013698630136,,merge,,,
UMontreal_Results_Oct24,UMontreal_Results_Oct24,UMontreal_Results_Oct24_10311,UMontreal_Results_Oct24_10325,repertoirederecherchesensanteauquebec19801984-lanc-1985,repertoiredesrecherchesensanteauquebec19801984-lanc-1985,1985,1985,"xiv, 546 p.","xiv, 546 pages",,,"Lanctôt, Louise","Lancto?t, Louise,",0.990990990990991,0.875,merge,,,
UMontreal_Results_Oct24,UMontreal_Results_Oct24,UMontreal_Results_Oct24_757,UMontreal_Results_Oct24_761,biensdrt1225--2018,biensdrt1225g--2018,2018,2018,volumes,volumes.,,,,,0.972972972972973,,ignore,,,
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_3937,Laval_Results_Oct20_3938,lepetroleentrelespaysproducteursetlespaysconsommateurs--1974,lepetroleentrelespaysproducteursetlespaysconsommateursactesdupremiercolloqu--1974,1974,1974,"xi, 270 p. --","xi, 270 p. :",,,,,0.851063829787234,,merge,2025-10-28T03:39:55.769549,,Anonymous
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_1287,Laval_Results_Oct20_1288,ecoulementdanslesmilieuxporeux-fren-1977,ecoulementdanslesmilieuxporeuxnotesdecours-fren-1977,1977,1977,236 pages :,235 pages :,,,"Frenette, Marcel,","Frenette, Marcel,",0.8695652173913043,1.0,merge,,,
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_2663,Laval_Results_Oct20_2664,lafrancedevantlopinioncanadienne17601815-gala-1970,lafrancedevantlopinioncanadienne17601815prefdandrelatreille-gala-1970,1970,1970,"xi, 401 p. :","xi, 401 pages :",,,"Galarneau, Claude.","Galarneau, Claude,",0.8403361344537815,0.9444444444444444,merge,2025-10-28T03:40:04.858371,,Anonymous
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_4165,Laval_Results_Oct20_4167,leschangementssocioculturelsasaintaugustin-trem-1969,leschangementssocioculturelsıasaintaugustincontributionıaletudedesisolatsde-trem-1969,1969,1969,182 p.,182p.,,,"Tremblay, Marc Adélard.","Tremblay, Marc Adélard",0.7591240875912407,0.9130434782608696,merge,2025-10-28T03:40:13.899804,,Anonymous
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_3300,Laval_Results_Oct20_3302,lastabilitdelemploi--1956,lastabilitedelemploipargerarddionetal--1956,1956,1956,162 p. :,162 p.,,,,,0.7352941176470589,,merge,2025-10-28T03:40:30.547119,,Anonymous
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_265,Laval_Results_Oct20_266,aspectsofanglocanadianandquebecadministrativelawaspectsdudroitadministratif--1979,aspectsofanglocanadianandquebecadministrativelawpaperscolloquiumoncomparati--1979,1979,1979,"viii, 412 p.:","vii, 412 p.",,,,,0.814814814814815,,merge,2025-10-28T03:51:30.554193,,Anonymous
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_781,Laval_Results_Oct20_783,contributionalhistoiredelaprononciationfrancaiseauquebec-june-1972,contributionalhistoiredelaprononciationfrancaiseauquebecetudedesgraphiesdes-june-1972,1972,1972,"xviii, 311 p.","xviii, 311 pages :",,,"Juneau, Marcel,","Juneau, Marcel,",0.8741721854304636,1.0,merge,,,
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_1522,Laval_Results_Oct20_1526,essaissurlequebeccontemporainessaysoncontemporaryquebec--1953,essaissurlequebeccontemporainessaysoncontemporyquebecsymposiumducentenaired--1953,1953,1953,260 p. :,260 p.,,,,,0.8309859154929577,,merge,2025-10-28T03:51:42.139737,,Anonymous
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_427,Laval_Results_Oct20_428,bibliographielinguistiqueducanadafrancais-dulo-1966,bibliographielinguistiqueducanadafrancaisparjamesgeddesetadjutorrowardconti-gedd-1966,1966,1966,"xxxii, 166 pages","xxxii, 166 p.",,,"Dulong, Gaston.","Geddes, James,",0.7205882352941176,0.2758620689655172,ignore,2025-10-28T03:51:49.977151,,Anonymous
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_487,Laval_Results_Oct20_488,canadiandualismstudiesoffrenchenglishrelations--1960,canadiandualismstudiesoffrenchenglishrelationsladualitecanadienneessaissurl--1960,1960,1960,"xxv, 427 p. :","xxv, 427 p.",,,,,0.7819548872180451,,merge,2025-10-28T03:51:57.520960,,Anonymous
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_3959,Laval_Results_Oct20_3961,lepouvoirdanslasocietecanadiennefrancaise--1966,lepouvoirdanslasocietecanadiennefrancaiseouvragerealisesousladirectiondefer-dumo-1966,1966,1966,252 p.,252 pages.,,,,"Dumont, Fernand,",0.7121212121212122,,merge,2025-10-28T03:52:24.381857,,Anonymous
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_2240,Laval_Results_Oct20_2241,introductionalaphysiqueatomique-kerw-1964,introductionalaphysiqueatomiquetraduitparmicheldecelles-kerw-1964,1964,1964,439 p.,439p.,,,"Kerwin, Larkin.","Kerwin, Larkin",0.7735849056603774,0.9655172413793104,merge,2025-10-28T03:54:32.867142,,Anonymous
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_3476,Laval_Results_Oct20_3477,lecanadafrancaisdaujoudhuietudesrassembleesparlasocieteroyaleducanada--1970,lecanadafrancaisdaujourdhuietudesrassembleesparlasocieteducanada--1970,1970,1970,"vii, 161 p.","viii, 161 pages",,,,,0.9517241379310344,,merge,2025-10-28T03:54:59.344758,,Anonymous
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_434,Laval_Results_Oct20_437,bibliographiesurlacommunautegrecquedemontreal-ioan-1981,bibliographiesurlesgroupesethniquesamontreal-ioan-1981,1981,1981,14 unnumbered leaves,25 unnumbered leaves,,,"Ioannou, Tina,","Ioannou, Tina,",0.7706422018348624,1.0,merge,,,
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_1592,Laval_Results_Oct20_1593,etudesdelinguistiquefrancocanadienne-gend-1967,etudesdelinguistiquefrancocanadiennecommunicationspresenteesauxxivecongresd--1967,1967,1967,174 p.,174 p. :,,,"Gendron, Jean-Denis,",,0.6929133858267718,,merge,2025-10-28T03:55:35.284742,,Anonymous
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_1538,Laval_Results_Oct20_1539,etatgeneraldesfondsetdescollectionsdarchivesprivees--1984,etatgeneraldesfondsetdescollectionsdesarchivesdefolklore--1984,1984,1984,152 pages --,185 pages --,2e éd. --,,,,0.8739495798319328,,ignore,2025-10-28T03:55:43.250409,,Anonymous
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_6617,Laval_Results_Oct20_6619,situationdelarecherchesurlecanadafrancais-dumo-1962,situationdelarecherchesurlecanadafrancaispremiercolloquedelarevuerecherches--1962,1962,1962,296 p.,296 pages.,,,"Dumont, Fernand,",,0.7272727272727273,,merge,2025-10-28T03:55:50.695771,,Anonymous
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_6148,Laval_Results_Oct20_6150,quatreelectionsprovincialesauquebec19561966etudespubliees--1969,quatreelectionsprovincialesauquebec19561966prefdeleondion-lemi-1969,1969,1969,"xvi, 246 pages","xvi, 246 p.",,,,"Lemieux, Vincent,",0.8307692307692307,,merge,2025-10-28T03:56:16.610450,,Anonymous
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_932,Laval_Results_Oct20_933,delaprimautedubiencommuncontrelespersonalistes-koni-1943,delaprimautedubiencommuncontrelespersonnalistesleprincipedelordrenouveau-deko-1943,1943,1943,"xxiii, 195 pages, 1 leaf","xxiii, 195 pages",,,"Koninck, Charles de.","De Koninck, Charles,",0.782608695652174,0.8,merge,2025-10-28T03:56:29.935934,,Anonymous
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_4922,Laval_Results_Oct20_4923,levangileselonbergmanessai-vail-2020,levangileselonbergmanessaiyvesvaillancourt-vail-2020,2020,2020,"viii, 185 pages","viii, 185 pages ; 22 cm",,,"Vaillancourt, Yves,","Vaillancourt, Yves,",0.8181818181818181,1.0,merge,,,
PIMS_Results_Oct23,PIMS_Results_Oct23,PIMS_Results_Oct23_298,PIMS_Results_Oct23_302,commentariesonbeothius-gilb-1966,commentariesonboethiusbygilbertofpoitiers-gilb-1966,1966,1966,"xiv, 438 p.","xiv, 437 p. :",,,"Gilbert,","Gilbert,",0.7469879518072289,1.0,merge,,,
PIMS_Results_Oct23,PIMS_Results_Oct23,PIMS_Results_Oct23_1111,PIMS_Results_Oct23_1112,playofantichristtranslatedwithandintroduction--1967,playofantichristtranslatedwithanintrodbyjohnwright--1967,1967,1967,118 p.,118p.,,,,,0.8598130841121495,,merge,,,
PIMS_Results_Oct23,PIMS_Results_Oct23,PIMS_Results_Oct23_873,PIMS_Results_Oct23_874,melangesoffertsaetiennegilson--1959,melangesoffertsaetiennegilsondelacademiefrancaise--1959,1959,1959,704 p. :,704 pages :,,,,,0.7777777777777779,,merge,,,
PIMS_Results_Oct23,PIMS_Results_Oct23,PIMS_Results_Oct23_777,PIMS_Results_Oct23_780,lespoesiesdeguilhemdemontanhagoltroubadourprovencaldu13esiecle-rick-1964,lespoesiesdeguilhemdemontanhagoltroubadourprovencalduxiiiesieclethepoemsofg-guil-1964,1964,1964,174p.,174 p.,,,"Ricketts, Peter T,","Guilhem de Montanhagol,",0.8535031847133758,0.2439024390243902,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_5842,Toronto_Results_Oct19_6646,ilachansonfrancaiseatraverslessieclesrevuehistoriquedesesauteursetdeleursin-mori-1939,lachansonfrancaiseatraverslessieclesrevuehistoriquedesesauteursetdeleursint-mori-1939,1939,1939,"56, 30 pages:","56, 30 pages.",,Édition de l'auteur.,"Morin, Victor,","Morin, Victor,",0.9882352941176472,1.0,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_7655,Toronto_Results_Oct19_7656,metaphysicalanalysis-yolt-1967,metaphysicsanalysis-yolt-1967,1967,1967,"viii, 216 p.","xviii, 216 p.",,,"Yolton, John W.","Yolton, John W.,",0.9491525423728814,0.967741935483871,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_11358,Toronto_Results_Oct19_11359,socialclassandthetreatmentofalcoholismaninvestigationofsocialclassasadeterm-schm-1968,socialclassandthetreatmentofalcoholsimaninvestigationofsocialclassasadeterm-schm-1968,1968,1968,111 p.,111 pages.,,,"Schmidt, Wolfgang,","Schmidt, Wolfgang,",0.9882352941176472,1.0,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_10804,Toronto_Results_Oct19_10805,safaiticinscriptionsfromjordan-winn-1957,safaiticinscriptionsfromjordon-winn-1957,1957,1957,"ix, 209 p. :","ix, 209 p.",,,"Winnett, Frederick Victor,","Winnett, F. V.",0.975,0.6,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_1739,Toronto_Results_Oct19_1740,canadianmmunicipalgovernment-craw-1954,canadianmunicipalgovernment-craw-1954,1954,1954,"xiv, 407 p. ; 24 cm.","xiv, 407 p. :",,,"Crawford, Kenneth Grant.","Crawford, Kenneth Grant.",0.9866666666666668,1.0,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_1064,Toronto_Results_Oct19_1065,bibliographyofworksofjohnstuartmill-lain-1982,bibliographyofworksonjohnstuartmill-lain-1982,1982,1982,"viii, 173 p.","viii, 173 pages",,,"Laine, Michael,","Laine, Michael.",0.9777777777777776,0.9333333333333332,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_6881,Toronto_Results_Oct19_6882,leromanderenartdanslalitteraturefrancaiseetdansleslitteraturesetrangeresaum-flin-1963,leromanderenartdanslalitteraturesfrancaiseetdansleslitteraturesetrangeresau-flin-1963,1963,1963,"xi, 731 p.","xi, 731 p. :",,,"Flinn, John.","Flinn, John.",0.9882352941176472,1.0,merge,,,
Laval_Results_Oct20,Laval_Results_Oct20,Laval_Results_Oct20_821,Laval_Results_Oct20_823,coutumespopulairesducanadafrancaischoixdedocuments--1972,coutumespopulairesducanadafrancaischoixdedocumentsalusageexclusifdesetudian-ferl-1972,1972,1972,"xxvii, 147 l.","xxvii, 147 leaves",2 éd.,2. éd.,,"Ferland, Madeleine Doyon,",0.7943262411347518,,merge,2025-10-28T03:56:34.970114,,Anonymous
McGill-Queens_Results_Oct20,McGill-Queens_Results_Oct20,McGill-Queens_Results_Oct20_4105,McGill-Queens_Results_Oct20_4106,humansensitivitytovibration-wrig-1959,humansensitivitytovibrations-wrig-1959,1959,1959,23 leaves :,23 leaves :,,,"Wright, D. T.","Wright, Douglas T.,",0.9866666666666668,0.75,merge,,,
McGill-Queens_Results_Oct20,McGill-Queens_Results_Oct20,McGill-Queens_Results_Oct20_4595,McGill-Queens_Results_Oct20_4596,iraniancivilisationandcultureessaysinhonourofthe2500thanniversaryofthefound--1972,iraniancivilizationandcultureessaysinhonourofthe2500thanniversaryofthefound--1972,1972,1972,"xv, 154 pages :","xv, 154 pages :",,,,,0.9876543209876544,,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_10442,Toronto_Results_Oct19_10444,representativepoetryselectedandannotatedfortheuseintheuniversityoftoronto--1938,representativepoetryselectedandannotatedforuseintheuniversityoftoronto--1938,1938,1938,2 v.,volumes,"New ed., rev. and enl.","New ed., rev. and enl.",,,0.9806451612903224,,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_9175,Toronto_Results_Oct19_9177,pharmacyapprenticeshipstudiesbooksiiii--1934,pharmacyapprenticeshipstudiesinthreebooks-hurs-1934,1934,1934,3 v. in 1 :,"3 v. bound together (83, 158, 307 p.) :",1st ed. --,1st ed. --,,"Hurst, Robert O.",0.8421052631578947,,merge,,,
Toronto_Results_Oct19,Toronto_Results_Oct19,Toronto_Results_Oct19_5610,Toronto_Results_Oct19_5615,historyofscienceinsociety-edea-2012,historyofscienceinsocietyfromphilosophytoutility-edea-2012,2012,2012,volumes :,"xii, 435 p. :",2nd ed.,2nd ed.,"Ede, Andrew.","Ede, Andrew.",0.7526881720430108,1.0,merge,,,
UMontreal_Results_Oct24,UMontreal_Results_Oct24,UMontreal_Results_Oct24_8669,UMontreal_Results_Oct24_8670,mutuellesetcooperativesdepargneetdecreditenafriquefrancophoneconvergenceset-mals-1997,mutuellesetcooperativesdepargneetdecreditenafriquefrancophoneexamencomparat-mals-1997,1997,1997,23 feuillets,26 feuillets,,,"Malservisi, Mauro F.","Malservisi, Mauro F.",0.8941176470588236,1.0,merge,,,
UMontreal_Results_Oct24,UMontreal_Results_Oct24,UMontreal_Results_Oct24_7839,UMontreal_Results_Oct24_7842,limagedusystemepenal-levy-1976,limagedusystempenal--1976,1976,1976,"vii, 228 leaves. :","vii, 228 leaves :",,,"Lévy, René.",,0.9090909090909092,,merge,2025-10-28T03:56:38.440369,,Anonymous
UMontreal_Results_Oct24,UMontreal_Results_Oct24,UMontreal_Results_Oct24_5744,UMontreal_Results_Oct24_5746,lavictimeestellecoupableleroledelavictimedanslemeurtreenvuedevol-abda-1971,lavictimeestellecoupableleroledelavictimedanslemeurtreenvuedunvol-fatt-1971,1971,1971,"xiii, 259 p.","xiii, 259 p",,,"'Abd al-Fattah, 'Izzat.","Fattah, Ezzat Abdel,",0.9395973154362416,0.7441860465116279,merge,2025-10-28T03:56:43.514062,,Anonymous
UMontreal_Results_Oct24,UMontreal_Results_Oct24,UMontreal_Results_Oct24_6686,UMontreal_Results_Oct24_6687,lesbibliothequesdescollegesdenseignementgeneneraletprofessionnelduquebecetu-laje-1985,lesbibliothequesdescollegesdenseignementgeneraletprofessionnelduquebecetude-laje-1985,1985,1985,208 p. :,208 pages :,,,"Lajeunesse, Marcel.","Lajeunesse, Marcel,",0.976470588235294,0.9473684210526316,merge,2025-10-28T03:56:48.916036,,Anonymous
UMontreal_Results_Oct24,UMontreal_Results_Oct24,UMontreal_Results_Oct24_3723,UMontreal_Results_Oct24_3724,guidebibliographiquedelageographiealintentiondesusagersdelabibliothequedess--1974,guidebibliographiquedelageographiealintentiondesusagersdelabiblothequedessc-brun-1974,1974,1974,"vii, 166 p.","vii, 166 p",,,,"Brunet, Raymond,",0.963855421686747,,merge,2025-10-28T03:56:57.205916,,Anonymous
UMontreal_Results_Oct24,UMontreal_Results_Oct24,UMontreal_Results_Oct24_10084,UMontreal_Results_Oct24_10086,rechercheexploratoirequalitativelimagedelaviolenceauquebec--1977,rechercheexploratoirequalitativelimagedelaviolenceauquebeclesattitudesdupub--1977,1977,1977,260 leaves,260 leaves. --,,,,,0.8827586206896553,,merge,2025-10-28T03:58:56.179106,,Anonymous
UMontreal_Results_Oct24,UMontreal_Results_Oct24,UMontreal_Results_Oct24_11758,UMontreal_Results_Oct24_11759,vitrinedesigndinterieur2005--2005,vitrinedesignindustriel2005--2005,2005,2005,64 pages :,168 pages :,,,,,0.8787878787878788,,ignore,2025-10-28T03:59:29.315717,,Anonymous
